t,rsp1,ppg1,rsp2,ppg2
362.25,0.23363,0.52688,0.69697,0.61388
362.26,0.23167,0.54154,0.69599,0.6002
362.26,0.22874,0.55327,0.69306,0.58358
362.27,0.22874,0.56305,0.6911,0.56598
362.28,0.22776,0.56891,0.68719,0.54936
362.29,0.22874,0.57185,0.68328,0.53275
362.3,0.22972,0.5738,0.6784,0.51711
362.3,0.23069,0.5738,0.67351,0.5044
362.31,0.23265,0.57283,0.66764,0.49365
362.32,0.23363,0.57185,0.6608,0.48387
362.33,0.23558,0.57087,0.65494,0.47703
362.34,0.23656,0.56794,0.64907,0.47214
362.34,0.23754,0.565,0.64223,0.46725
362.35,0.23851,0.55816,0.63636,0.46334
362.36,0.23949,0.54936,0.6305,0.45943
362.37,0.23949,0.53763,0.62463,0.45455
362.38,0.24047,0.5259,0.61877,0.44966
362.38,0.24145,0.5132,0.6129,0.4477
362.39,0.24145,0.50147,0.60704,0.4477
362.4,0.24242,0.49071,0.60117,0.44477
362.41,0.24242,0.48192,0.59531,0.43988
362.42,0.2434,0.47507,0.58944,0.43402
362.42,0.24438,0.47019,0.58358,0.42717
362.43,0.24536,0.46628,0.57869,0.42033
362.44,0.24731,0.46432,0.57283,0.41349
362.45,0.24927,0.46432,0.56696,0.40665
362.46,0.25122,0.46237,0.56207,0.40078
362.46,0.25415,0.46041,0.55718,0.39492
362.47,0.25709,0.45943,0.5523,0.38807
362.48,0.26002,0.45748,0.54741,0.38221
362.49,0.26295,0.45455,0.54252,0.37634
362.5,0.26686,0.45357,0.53861,0.37146
362.5,0.26979,0.45064,0.53372,0.36657
362.51,0.2737,0.4477,0.52884,0.36266
362.52,0.27761,0.44477,0.52297,0.35875
362.53,0.28152,0.44184,0.51808,0.35484
362.54,0.28543,0.43891,0.5132,0.35093
362.54,0.28935,0.43597,0.50831,0.34702
362.55,0.29228,0.43206,0.50342,0.34311
362.56,0.29423,0.42913,0.49951,0.3392
362.57,0.29717,0.42522,0.49462,0.33627
362.58,0.29912,0.42131,0.49071,0.33236
362.58,0.30108,0.4174,0.48485,0.32845
362.59,0.30303,0.41349,0.47996,0.32454
362.6,0.30499,0.41153,0.4741,0.32063
362.61,0.30694,0.40958,0.46823,0.31769
362.62,0.30792,0.40958,0.46139,0.31378
362.62,0.30792,0.4086,0.45357,0.30987
362.63,0.3089,0.40762,0.44575,0.30596
362.64,0.30792,0.4086,0.43695,0.30303
362.65,0.30792,0.4086,0.42913,0.30108
362.66,0.30694,0.40762,0.42131,0.3001
362.66,0.30596,0.40665,0.41349,0.29814
362.67,0.30303,0.40469,0.40665,0.29619
362.68,0.3001,0.40371,0.39785,0.29423
362.69,0.29521,0.40469,0.39003,0.29228
362.7,0.29032,0.40469,0.38025,0.2913
362.7,0.28641,0.40469,0.37146,0.2913
362.71,0.28152,0.40567,0.36266,0.2913
362.72,0.27664,0.40567,0.35386,0.2913
362.73,0.27077,0.40665,0.34604,0.2913
362.74,0.26393,0.40762,0.33822,0.29228
362.74,0.25709,0.40762,0.3304,0.29423
362.75,0.24927,0.4086,0.32258,0.29521
362.76,0.24047,0.4086,0.31378,0.29619
362.77,0.22972,0.4086,0.30499,0.29619
362.78,0.21994,0.4086,0.29717,0.29717
362.78,0.20919,0.40762,0.29032,0.29619
362.79,0.19844,0.40665,0.2825,0.29619
362.8,0.18768,0.40469,0.27566,0.29619
362.81,0.17791,0.40176,0.26979,0.29619
362.82,0.16911,0.3998,0.26393,0.29814
362.82,0.16031,0.3998,0.25904,0.30401
362.83,0.15249,0.40274,0.25415,0.31476
362.84,0.1437,0.40665,0.25024,0.33236
362.85,0.13587,0.41447,0.24731,0.35288
362.86,0.12805,0.4262,0.24438,0.37634
362.86,0.12219,0.44282,0.24145,0.40958
362.87,0.11632,0.46237,0.23949,0.44966
362.88,0.11144,0.48387,0.23754,0.49365
362.89,0.10753,0.5132,0.23558,0.53959
362.9,0.10459,0.54643,0.2346,0.58553
362.9,0.10166,0.57185,0.23265,0.62757
362.91,0.099707,0.59042,0.23167,0.66471
362.92,0.098729,0.60508,0.22972,0.69599
362.93,0.097752,0.61486,0.22776,0.72043
362.94,0.096774,0.6217,0.22678,0.73705
362.94,0.096774,0.62561,0.22483,0.74682
362.95,0.097752,0.62757,0.22287,0.75073
362.96,0.097752,0.62757,0.22092,0.75073
362.97,0.098729,0.62854,0.21994,0.74682
362.98,0.099707,0.62757,0.21799,0.73998
362.98,0.10068,0.62366,0.21603,0.73021
362.99,0.10068,0.61877,0.21408,0.7175
363,0.10166,0.61388,0.21212,0.70479
363.01,0.10068,0.60606,0.21017,0.69013
363.02,0.10068,0.59726,0.20723,0.67546
363.02,0.10068,0.58553,0.20528,0.6608
363.03,0.10068,0.57283,0.20235,0.64614
363.04,0.099707,0.56109,0.19941,0.63343
363.05,0.099707,0.54936,0.19648,0.62072
363.06,0.098729,0.53666,0.19355,0.60802
363.06,0.098729,0.52493,0.18866,0.59531
363.07,0.097752,0.51613,0.18475,0.5826
363.08,0.096774,0.50929,0.17986,0.56989
363.09,0.095797,0.50342,0.17498,0.55816
363.1,0.094819,0.50049,0.16911,0.54643
363.1,0.094819,0.49853,0.16325,0.53666
363.11,0.094819,0.49756,0.15738,0.52786
363.12,0.094819,0.49756,0.15152,0.52102
363.13,0.094819,0.4956,0.14663,0.51417
363.14,0.095797,0.49267,0.14174,0.50831
363.14,0.096774,0.48876,0.13783,0.50244
363.15,0.098729,0.48485,0.13392,0.49658
363.16,0.10068,0.48094,0.13099,0.49071
363.17,0.10362,0.47605,0.12708,0.48387
363.18,0.10753,0.47116,0.12414,0.47605
363.18,0.11046,0.46628,0.12121,0.46725
363.19,0.11437,0.46237,0.11926,0.45943
363.2,0.11828,0.45846,0.1173,0.45064
363.21,0.12219,0.45455,0.11632,0.44282
363.22,0.12708,0.45064,0.11535,0.43402
363.22,0.13196,0.4477,0.11632,0.42522
363.23,0.13685,0.44477,0.11632,0.4174
363.24,0.14272,0.44184,0.11828,0.41153
363.25,0.14858,0.43891,0.11926,0.40567
363.26,0.15347,0.435,0.12219,0.39883
363.26,0.15934,0.43206,0.12414,0.39101
363.27,0.1652,0.43011,0.12805,0.38416
363.28,0.17009,0.42913,0.13099,0.37732
363.29,0.17498,0.42913,0.1349,0.37146
363.3,0.17986,0.42913,0.13783,0.36559
363.3,0.18475,0.42913,0.14174,0.35875
363.31,0.18866,0.42913,0.14565,0.35288
363.32,0.19159,0.42913,0.14858,0.34702
363.33,0.19453,0.42913,0.15152,0.34115
363.34,0.19746,0.42815,0.15445,0.33529
363.34,0.20039,0.42815,0.1564,0.3304
363.35,0.20235,0.42717,0.15934,0.32747
363.36,0.2043,0.42717,0.16227,0.32356
363.37,0.20626,0.42815,0.1652,0.31965
363.38,0.20528,0.42913,0.16813,0.31574
363.38,0.20528,0.42913,0.17009,0.31281
363.39,0.20235,0.42913,0.17204,0.3089
363.4,0.20039,0.42913,0.17302,0.30596
363.41,0.19648,0.42913,0.17498,0.30303
363.42,0.19257,0.42815,0.17498,0.30108
363.42,0.18768,0.42815,0.17595,0.29912
363.43,0.1828,0.42815,0.17595,0.29814
363.44,0.17791,0.42913,0.17595,0.29717
363.45,0.174,0.42815,0.17595,0.29814
363.46,0.17009,0.42815,0.17595,0.29717
363.46,0.16618,0.4262,0.17595,0.29619
363.47,0.16325,0.42522,0.17595,0.29521
363.48,0.16031,0.42522,0.17595,0.29423
363.49,0.15836,0.42717,0.17595,0.29228
363.5,0.15738,0.42913,0.17595,0.2913
363.5,0.15738,0.43304,0.17595,0.28935
363.51,0.15738,0.43988,0.17693,0.28837
363.52,0.15934,0.45259,0.17693,0.28739
363.53,0.16129,0.46921,0.17791,0.28641
363.54,0.1652,0.4868,0.17889,0.28543
363.54,0.17009,0.50538,0.17986,0.28543
363.55,0.17791,0.5259,0.18084,0.28446
363.56,0.18573,0.54545,0.1828,0.28446
363.57,0.1955,0.565,0.18475,0.28348
363.58,0.20528,0.58162,0.18768,0.28152
363.58,0.21701,0.59335,0.19062,0.28152
363.59,0.22874,0.60215,0.19355,0.28152
363.6,0.24047,0.60704,0.19648,0.28446
363.61,0.2522,0.60802,0.19941,0.28935
363.62,0.26295,0.60606,0.20332,0.29912
363.62,0.27468,0.60411,0.20626,0.31574
363.63,0.28641,0.60215,0.20919,0.3392
363.64,0.29814,0.59922,0.21212,0.36461
363.65,0.31085,0.59629,0.21505,0.39492
363.66,0.32258,0.59335,0.21799,0.435
363.66,0.33333,0.59042,0.22092,0.48094
363.67,0.34409,0.58456,0.22287,0.52981
363.68,0.35288,0.57674,0.22581,0.57771
363.69,0.36266,0.565,0.22678,0.6217
363.7,0.37146,0.55327,0.22874,0.6608
363.7,0.38025,0.53861,0.23069,0.69208
363.71,0.38807,0.52493,0.23265,0.7175
363.72,0.39687,0.51222,0.2346,0.73509
363.73,0.40371,0.50147,0.23656,0.74682
363.74,0.41153,0.49462,0.23851,0.75269
363.74,0.41838,0.48974,0.24047,0.75367
363.75,0.42522,0.48778,0.24145,0.75073
363.76,0.43109,0.48583,0.24242,0.74389
363.77,0.43695,0.48387,0.24242,0.73509
363.78,0.44282,0.48094,0.2434,0.72434
363.78,0.44868,0.47801,0.24242,0.71163
363.79,0.45552,0.4741,0.24242,0.69892
363.8,0.46139,0.47116,0.24145,0.68426
363.81,0.46725,0.46823,0.23949,0.67058
363.82,0.4741,0.46628,0.23754,0.65494
363.82,0.47996,0.46334,0.23558,0.64027
363.83,0.4868,0.46041,0.23265,0.62366
363.84,0.49365,0.45748,0.23069,0.60997
363.85,0.50049,0.45357,0.22776,0.59531
363.86,0.50831,0.44868,0.22483,0.58065
363.86,0.51711,0.44282,0.21994,0.56696
363.87,0.5259,0.43793,0.21603,0.55327
363.88,0.53568,0.435,0.21114,0.54057
363.89,0.54643,0.43206,0.20528,0.52981
363.9,0.55718,0.43011,0.20039,0.52102
363.9,0.56891,0.42815,0.19648,0.5132
363.91,0.57967,0.4262,0.19159,0.50635
363.92,0.59042,0.42424,0.18671,0.49951
363.93,0.60117,0.42229,0.1828,0.49365
363.94,0.61095,0.42033,0.17889,0.48778
363.94,0.62072,0.41838,0.17498,0.48192
363.95,0.63148,0.41642,0.17107,0.47703
363.96,0.64321,0.41447,0.16813,0.47116
363.97,0.65494,0.41153,0.1652,0.46432
363.98,0.66667,0.40958,0.16422,0.4565
363.98,0.67644,0.40958,0.16227,0.44868
363.99,0.68719,0.4086,0.16227,0.44086
364,0.69599,0.41056,0.16129,0.43206
364.01,0.70577,0.41251,0.16227,0.42326
364.02,0.71457,0.41447,0.16325,0.41349
364.02,0.72336,0.41544,0.16422,0.40469
364.03,0.73118,0.41642,0.1652,0.39589
364.04,0.73998,0.4174,0.16716,0.38807
364.05,0.74682,0.4174,0.16911,0.38123
364.06,0.75464,0.41642,0.17107,0.37537
364.06,0.76051,0.41544,0.174,0.3695
364.07,0.76637,0.41447,0.17595,0.36364
364.08,0.77028,0.41642,0.17889,0.35777
364.09,0.77419,0.41642,0.18084,0.35191
364.1,0.77713,0.41642,0.18377,0.34604
364.1,0.78104,0.4174,0.18671,0.34115
364.11,0.78397,0.41544,0.18964,0.33627
364.12,0.7869,0.41349,0.19257,0.33138
364.13,0.78983,0.41153,0.1955,0.32747
364.14,0.79277,0.40958,0.19844,0.32356
364.14,0.7957,0.4086,0.20137,0.32063
364.15,0.79863,0.4086,0.20332,0.31769
364.16,0.80156,0.40958,0.20626,0.31281
364.17,0.8045,0.41251,0.20919,0.30792
364.18,0.80841,0.41838,0.21212,0.30303
364.18,0.81329,0.42815,0.21505,0.29912
364.19,0.81916,0.44184,0.21701,0.29619
364.2,0.826,0.45943,0.21994,0.29423
364.21,0.83382,0.48094,0.22287,0.29228
364.22,0.84262,0.50342,0.22581,0.2913
364.22,0.85239,0.52493,0.22972,0.28935
364.23,0.86217,0.54252,0.23265,0.28641
364.24,0.87195,0.55718,0.23656,0.28543
364.25,0.88074,0.57185,0.23949,0.28446
364.26,0.88954,0.58456,0.2434,0.2825
364.26,0.89834,0.59335,0.24633,0.28055
364.27,0.90811,0.59824,0.24927,0.27859
364.28,0.91789,0.6002,0.25318,0.27566
364.29,0.92766,0.6002,0.25611,0.2737
364.3,0.93842,0.59824,0.26002,0.27077
364.3,0.94721,0.59629,0.26393,0.26784
364.31,0.95601,0.59335,0.26784,0.26491
364.32,0.96383,0.59042,0.27175,0.26295
364.33,0.97165,0.58456,0.27664,0.261
364.34,0.97947,0.57771,0.28055,0.25904
364.34,0.98729,0.56891,0.28543,0.25904
364.35,0.99316,0.55718,0.29032,0.25904
364.36,1,0.54448,0.29619,0.25806
364.37,1,0.53177,0.30108,0.25709
364.38,1,0.52004,0.30694,0.25709
364.38,1,0.50929,0.31281,0.25806
364.39,1,0.50049,0.31867,0.26295
364.4,1,0.49267,0.32551,0.27273
364.41,1,0.4868,0.3304,0.28837
364.42,1,0.48289,0.33529,0.31085
364.42,1,0.47898,0.34018,0.34213
364.43,1,0.47703,0.34506,0.37732
364.44,1,0.47507,0.34995,0.41153
364.45,1,0.47214,0.35386,0.4477
364.46,1,0.47019,0.35875,0.48974
364.46,1,0.46823,0.36364,0.5347
364.47,1,0.46432,0.36755,0.57771
364.48,1,0.46041,0.37146,0.61681
364.49,1,0.45552,0.37537,0.65005
364.5,1,0.45161,0.3783,0.67644
364.5,1,0.44868,0.38221,0.69697
364.51,1,0.44477,0.38612,0.71065
364.52,1,0.44282,0.39003,0.71848
364.53,1,0.44086,0.39394,0.72043
364.54,1,0.43891,0.39785,0.7175
364.54,1,0.43597,0.40274,0.71163
364.55,1,0.43304,0.40665,0.69892
364.56,1,0.43109,0.41056,0.68817
364.57,1,0.42815,0.41349,0.67546
364.58,1,0.42522,0.41642,0.65591
364.58,1,0.42229,0.41935,0.64125
364.59,1,0.42033,0.42131,0.62561
364.6,1,0.41838,0.42424,0.60997
364.61,1,0.4174,0.42717,0.59335
364.62,1,0.4174,0.43011,0.57674
364.62,1,0.41838,0.43304,0.56012
364.63,1,0.42033,0.43597,0.54545
364.64,1,0.42033,0.43793,0.53275
364.65,1,0.42131,0.43988,0.52004
364.66,1,0.42131,0.44184,0.50733
364.66,1,0.42033,0.44379,0.49756
364.67,1,0.41935,0.44673,0.48876
364.68,1,0.41838,0.44966,0.48094
364.69,1,0.4174,0.45259,0.47312
364.7,1,0.41642,0.45552,0.46628
364.7,0.98534,0.41642,0.45943,0.45846
364.71,0.97067,0.41642,0.46432,0.45064
364.72,0.95015,0.41642,0.46823,0.44379
364.73,0.9306,0.41642,0.47214,0.43597
364.74,0.91007,0.41642,0.47605,0.43011
364.74,0.88856,0.41544,0.47996,0.42424
364.75,0.86315,0.41544,0.48387,0.4174
364.76,0.83773,0.41349,0.48778,0.41056
364.77,0.80841,0.41153,0.49169,0.40371
364.78,0.78006,0.41056,0.49658,0.39687
364.78,0.75269,0.4086,0.50147,0.38905
364.79,0.7263,0.40762,0.50538,0.38221
364.8,0.70088,0.40665,0.50929,0.37439
364.81,0.67546,0.40665,0.5132,0.36755
364.82,0.65103,0.40762,0.51711,0.3607
364.82,0.62561,0.41056,0.52199,0.35386
364.83,0.60117,0.41447,0.52688,0.34897
364.84,0.57674,0.42131,0.53275,0.34409
364.85,0.55523,0.43206,0.53861,0.3392
364.86,0.53372,0.4477,0.54448,0.33529
364.86,0.51417,0.46628,0.55132,0.3304
364.87,0.4956,0.4868,0.55718,0.32551
364.88,0.48094,0.50635,0.56305,0.32063
364.89,0.46628,0.5259,0.56794,0.31574
364.9,0.45552,0.54448,0.5738,0.30987
364.9,0.44379,0.56012,0.57771,0.30596
364.91,0.435,0.57283,0.5826,0.30108
364.92,0.42522,0.58162,0.58749,0.29814
364.93,0.4174,0.58749,0.59238,0.29521
364.94,0.41056,0.58651,0.59726,0.29423
364.94,0.40371,0.58162,0.60313,0.29326
364.95,0.39687,0.57771,0.60704,0.29228
364.96,0.39101,0.57478,0.61095,0.29228
364.97,0.38514,0.57185,0.6129,0.2913
364.98,0.38025,0.56598,0.61584,0.28935
364.98,0.37439,0.55914,0.61877,0.28641
364.99,0.3695,0.54936,0.6217,0.2825
365,0.36461,0.53763,0.62366,0.27859
365.01,0.35973,0.52493,0.62561,0.27566
365.02,0.35484,0.51222,0.62854,0.2737
365.02,0.34995,0.50147,0.6305,0.27273
365.03,0.34604,0.49267,0.63245,0.27273
365.04,0.34213,0.48583,0.63441,0.2737
365.05,0.33822,0.47898,0.63734,0.2737
365.06,0.33529,0.47312,0.64027,0.27273
365.06,0.33138,0.46823,0.64223,0.27077
365.07,0.32845,0.46432,0.64516,0.26979
365.08,0.32551,0.46041,0.64907,0.26784
365.09,0.32356,0.45846,0.652,0.26588
365.1,0.3216,0.4565,0.65494,0.26393
365.1,0.32063,0.45552,0.65885,0.26197
365.11,0.31965,0.45357,0.66178,0.26002
365.12,0.31867,0.45161,0.66569,0.25709
365.13,0.31867,0.44868,0.6696,0.25611
365.14,0.31965,0.44575,0.67351,0.25611
365.14,0.32063,0.44379,0.67742,0.25904
365.15,0.32258,0.43988,0.68231,0.26588
365.16,0.32454,0.43597,0.68622,0.27957
365.17,0.32649,0.43304,0.6911,0.29912
365.18,0.32942,0.43109,0.69599,0.32747
365.18,0.33236,0.42815,0.70088,0.36168
365.19,0.33529,0.42522,0.70479,0.40274
365.2,0.33724,0.42326,0.70968,0.44673
365.21,0.34018,0.42033,0.71261,0.49169
365.22,0.34311,0.4174,0.71652,0.53568
365.22,0.34604,0.41544,0.72043,0.57576
365.23,0.34897,0.41349,0.72336,0.60704
365.24,0.35191,0.41251,0.7263,0.63148
365.25,0.35582,0.41056,0.72923,0.65396
365.26,0.35875,0.40958,0.73118,0.67058
365.26,0.36266,0.40762,0.73412,0.68231
365.27,0.36657,0.40665,0.73509,0.68817
365.28,0.37048,0.40567,0.73705,0.68915
365.29,0.37439,0.40567,0.73803,0.68719
365.3,0.37732,0.40567,0.739,0.68133
365.3,0.38025,0.40567,0.73998,0.67351
365.31,0.38221,0.40665,0.74096,0.66373
365.32,0.38416,0.4086,0.74096,0.65298
365.33,0.38514,0.41153,0.74096,0.64125
365.34,0.38612,0.41349,0.739,0.62952
365.34,0.38612,0.41447,0.73803,0.61584
365.35,0.3871,0.41447,0.73607,0.60117
365.36,0.38612,0.41447,0.73314,0.58553
365.37,0.38514,0.41349,0.73021,0.56989
365.38,0.38221,0.41251,0.72727,0.55425
365.38,0.38025,0.41349,0.72336,0.54057
365.39,0.37537,0.41447,0.71945,0.52688
365.4,0.37146,0.41447,0.71457,0.51515
365.41,0.36461,0.41447,0.71065,0.50342
365.42,0.35875,0.41349,0.70577,0.49365
365.42,0.35288,0.41349,0.70186,0.48583
365.43,0.34604,0.41251,0.69697,0.47898
365.44,0.34018,0.41153,0.69306,0.4741
365.45,0.33431,0.40958,0.68915,0.46921
365.46,0.32649,0.4086,0.68426,0.46432
365.46,0.31965,0.4086,0.68035,0.46041
365.47,0.31085,0.41056,0.67546,0.4565
365.48,0.30303,0.41447,0.67058,0.45161
365.49,0.29423,0.42326,0.66667,0.44673
365.5,0.28641,0.43597,0.66178,0.44086
365.5,0.27859,0.45357,0.65787,0.435
365.51,0.27077,0.4741,0.65298,0.42815
365.52,0.26393,0.49756,0.64907,0.41935
365.53,0.25806,0.51711,0.64614,0.41153
365.54,0.2522,0.53568,0.64321,0.40469
365.54,0.24731,0.55327,0.64027,0.39687
365.55,0.24145,0.57087,0.63734,0.38905
365.56,0.23656,0.5826,0.63441,0.38221
365.57,0.23167,0.59238,0.63148,0.37537
365.58,0.22776,0.59824,0.62854,0.3695
365.58,0.22287,0.60215,0.62561,0.36364
365.59,0.21896,0.60411,0.62366,0.35875
365.6,0.21603,0.60508,0.62072,0.35288
365.61,0.21212,0.60606,0.61877,0.348
365.62,0.20821,0.60606,0.61681,0.34311
365.62,0.2043,0.60508,0.61388,0.33822
365.63,0.19941,0.60313,0.61095,0.33431
365.64,0.19453,0.59824,0.60704,0.33138
365.65,0.18964,0.59238,0.60411,0.32747
365.66,0.18475,0.58456,0.59922,0.32356
365.66,0.17889,0.57576,0.59433,0.31965
365.67,0.17302,0.56403,0.58944,0.31574
365.68,0.16716,0.55132,0.58358,0.31183
365.69,0.16227,0.53666,0.57869,0.30792
365.7,0.15738,0.52297,0.57283,0.30499
365.7,0.15249,0.51026,0.56794,0.30303
365.71,0.14761,0.49951,0.56207,0.30108
365.72,0.1437,0.49169,0.55523,0.29912
365.73,0.13881,0.48778,0.54936,0.29717
365.74,0.13392,0.48583,0.54154,0.29619
365.74,0.13099,0.48485,0.53372,0.29423
365.75,0.12805,0.48583,0.52688,0.29228
365.76,0.1261,0.48583,0.51906,0.2913
365.77,0.12414,0.48485,0.51124,0.2913
365.78,0.12317,0.48289,0.50342,0.2913
365.78,0.12219,0.47898,0.49462,0.29032
365.79,0.12219,0.47507,0.48583,0.29032
365.8,0.12219,0.47116,0.47605,0.29032
365.81,0.12219,0.46823,0.46628,0.29032
365.82,0.12219,0.46432,0.4565,0.29032
365.82,0.12317,0.46334,0.44673,0.29032
365.83,0.12414,0.46139,0.43695,0.2913
365.84,0.1261,0.45943,0.42717,0.2913
365.85,0.12708,0.4565,0.41838,0.2913
365.86,0.12903,0.45259,0.40958,0.29032
365.86,0.13099,0.44868,0.40078,0.28935
365.87,0.13392,0.44379,0.39296,0.28837
365.88,0.13685,0.43891,0.38612,0.28739
365.89,0.13881,0.43402,0.3783,0.28543
365.9,0.14174,0.43011,0.37146,0.28348
365.9,0.14467,0.42522,0.36559,0.2825
365.91,0.14761,0.42033,0.35973,0.28055
365.92,0.14956,0.4174,0.35386,0.27859
365.93,0.15249,0.41642,0.348,0.27859
365.94,0.15445,0.41544,0.34311,0.27859
365.94,0.15738,0.41544,0.33822,0.28055
365.95,0.15934,0.41447,0.33333,0.28446
365.96,0.16227,0.41349,0.32845,0.29326
365.97,0.16325,0.41447,0.32356,0.3089
365.98,0.1652,0.41447,0.31867,0.33138
365.98,0.1652,0.41447,0.31378,0.36168
365.99,0.1652,0.41447,0.30987,0.3998
366,0.1652,0.41349,0.30596,0.44477
366.01,0.1652,0.41447,0.30205,0.49267
366.02,0.16422,0.41447,0.29912,0.54252
366.02,0.16422,0.41447,0.29521,0.58944
366.03,0.16129,0.41447,0.29228,0.62757
366.04,0.15934,0.41447,0.28837,0.65787
366.05,0.15445,0.41447,0.28446,0.68622
366.06,0.15054,0.41447,0.28055,0.7087
366.06,0.14663,0.41447,0.27664,0.7263
366.07,0.14272,0.41447,0.27273,0.73705
366.08,0.13881,0.41251,0.26882,0.74291
366.09,0.1349,0.41056,0.26588,0.74487
366.1,0.13001,0.40762,0.26197,0.74194
366.1,0.1261,0.40567,0.25904,0.73607
366.11,0.12121,0.40469,0.25513,0.72727
366.12,0.11632,0.40567,0.25122,0.71554
366.13,0.11144,0.40665,0.24731,0.70479
366.14,0.10655,0.40958,0.24242,0.69208
366.14,0.10166,0.41349,0.23851,0.67937
366.15,0.096774,0.41935,0.23363,0.66569
366.16,0.093842,0.42913,0.22874,0.65103
366.17,0.090909,0.44379,0.22483,0.63636
366.18,0.088954,0.46139,0.22092,0.62072
366.18,0.087977,0.48289,0.21701,0.60508
366.19,0.088954,0.5044,0.2131,0.59042
366.2,0.089932,0.52395,0.20919,0.57576
366.21,0.092864,0.54448,0.20528,0.56305
366.22,0.095797,0.56109,0.20039,0.55132
366.22,0.099707,0.57478,0.19648,0.54154
366.23,0.10362,0.5826,0.19257,0.53275
366.24,0.1085,0.58651,0.18866,0.52493
366.25,0.11241,0.58944,0.18573,0.51808
366.26,0.11926,0.59042,0.1828,0.51026
366.26,0.12512,0.58847,0.17889,0.50342
366.27,0.13196,0.58651,0.17595,0.4956
366.28,0.13978,0.58553,0.17302,0.48876
366.29,0.14858,0.58456,0.17009,0.48192
366.3,0.1564,0.5826,0.16716,0.4741
366.3,0.16618,0.57967,0.1652,0.46628
366.31,0.17498,0.57478,0.16227,0.45748
366.32,0.18377,0.56598,0.16031,0.4477
366.33,0.19355,0.55718,0.15934,0.43988
366.34,0.20137,0.54643,0.15836,0.43109
366.34,0.21017,0.53275,0.15738,0.42033
366.35,0.21994,0.52004,0.15738,0.41153
366.36,0.22972,0.50733,0.1564,0.40176
366.37,0.23949,0.4956,0.15543,0.39394
366.38,0.24927,0.4868,0.15445,0.3871
366.38,0.25806,0.47898,0.15445,0.38025
366.39,0.26686,0.4741,0.15445,0.37439
366.4,0.27468,0.47019,0.15445,0.36852
366.41,0.2825,0.46823,0.15445,0.36168
366.42,0.2913,0.46725,0.15445,0.35582
366.42,0.29912,0.46725,0.15543,0.34995
366.43,0.30792,0.46725,0.15543,0.34506
366.44,0.31672,0.46725,0.1564,0.34115
366.45,0.32551,0.4653,0.15738,0.33627
366.46,0.33431,0.46237,0.15836,0.33236
366.46,0.34311,0.45846,0.16031,0.32845
366.47,0.35191,0.45455,0.16227,0.32551
366.48,0.3607,0.45161,0.16422,0.32258
366.49,0.3695,0.4477,0.16618,0.32063
366.5,0.37732,0.44477,0.16716,0.31867
366.5,0.38612,0.44086,0.16911,0.31769
366.51,0.39492,0.43597,0.17107,0.31574
366.52,0.40469,0.43109,0.17204,0.31476
366.53,0.41349,0.42717,0.174,0.31281
366.54,0.42326,0.42326,0.17498,0.31085
366.54,0.43206,0.42033,0.17693,0.3089
366.55,0.44184,0.4174,0.17791,0.30596
366.56,0.45064,0.41642,0.17889,0.30303
366.57,0.45943,0.41544,0.18084,0.3001
366.58,0.46921,0.41544,0.18182,0.29619
366.58,0.47898,0.41544,0.1828,0.29326
366.59,0.49071,0.41447,0.18377,0.29032
366.6,0.50147,0.41251,0.18475,0.28739
366.61,0.5132,0.41056,0.18671,0.28543
366.62,0.52493,0.40762,0.18768,0.28348
366.62,0.53666,0.40567,0.18866,0.2825
366.63,0.54839,0.40371,0.18964,0.2825
366.64,0.56012,0.40176,0.19062,0.28152
366.65,0.57087,0.40078,0.19159,0.28152
366.66,0.58065,0.40078,0.19257,0.28055
366.66,0.59042,0.3998,0.19355,0.27957
366.67,0.59922,0.40176,0.19453,0.27859
366.68,0.60704,0.40274,0.19648,0.27664
366.69,0.61486,0.40371,0.19844,0.2737
366.7,0.62268,0.40469,0.20137,0.27077
366.7,0.62757,0.40567,0.20332,0.26784
366.71,0.63343,0.40567,0.20626,0.26393
366.72,0.63734,0.40371,0.20821,0.26197
366.73,0.64223,0.40274,0.21017,0.26197
366.74,0.64516,0.40176,0.21212,0.26491
366.74,0.64907,0.3998,0.2131,0.27175
366.75,0.652,0.39883,0.21505,0.28543
366.76,0.65494,0.39883,0.21603,0.30596
366.77,0.65787,0.39883,0.21799,0.33431
366.78,0.66178,0.39883,0.21896,0.3695
366.78,0.66471,0.39883,0.21994,0.41153
366.79,0.66862,0.3998,0.22092,0.4565
366.8,0.67155,0.40078,0.2219,0.5044
366.81,0.67546,0.40469,0.2219,0.5523
366.82,0.67937,0.41153,0.22287,0.59726
366.82,0.68328,0.42131,0.22385,0.63148
366.83,0.69013,0.43206,0.22385,0.65982
366.84,0.69697,0.44575,0.22385,0.68524
366.85,0.70577,0.46334,0.22483,0.70674
366.86,0.71457,0.48192,0.22385,0.72239
366.86,0.72336,0.50147,0.22385,0.73216
366.87,0.73216,0.52004,0.22287,0.73509
366.88,0.74096,0.53763,0.2219,0.73412
366.89,0.74976,0.55327,0.22092,0.72923
366.9,0.76051,0.565,0.21994,0.72141
366.9,0.77028,0.5738,0.21896,0.71163
366.91,0.78104,0.57967,0.21799,0.70088
366.92,0.79179,0.58162,0.21701,0.68915
366.93,0.80254,0.58065,0.21505,0.6784
366.94,0.81427,0.57869,0.21408,0.66667
366.94,0.82502,0.57674,0.2131,0.65298
